,raw_text,clean_text,subjectivity,polarity
57,"https://t.co/FxoPGfhBLx

#biden @JoeBiden #trump @POTUS #eviction we the American people demand tenant protection nationwide! It is too easy to rent property!",biden joebiden trump potus eviction american people demand tenant protection nationwide easy rent property,0,2
58,@sarna_chris @MikeBalsamo1 @ZekeJMiller @realDonaldTrump The intelligence briefings are a 'courtesy' of  the President. I highly doubt Biden will extend Trump that courtesy.,sarna chris mikebalsamo zekejmiller realdonaldtrump intelligence briefing courtesy president highly doubt biden extend trump,1,1
59,"Don't worry everyone, once Biden is inaugurated we will get a $5 Whole Foods gift card and a list coding classes to sign up for.",worry everyone biden inaugurated get whole food gift card list coding class sign,1,0
60,@FoxNews 🖕🏻#Biden and 🖕🏻his 100 days of mask. What an idiot,foxnews biden day mask idiot,1,0
61,@RudyGiuliani Out of 100 randomly selected ballots in Georgia 2 of them were changed to biden illegally. Trump won Georgia Bigley,rudygiuliani randomly selected ballot georgia changed biden illegally trump bigley,1,0
62,President-elect Biden says he has asked Fauci to stay on and join COVID-19 team https://t.co/PquHxpc96h,president elect biden say asked fauci stay join covid team,0,2
63,what's biden's student loan forgiveness plan bc i wanna pack up n start somewhere esle😣,biden student loan forgiveness plan bc wan na pack n start somewhere esle,1,1
64,@palomacreative @chrisgalea How are you? Miss you to! 45 days until Biden yeah,palomacreative chrisgalea miss day biden yeah,1,0
65,@Acosta Can Joe Biden fire them?,acosta joe biden fire,0,2
66,"Check out this new article by @MichaelGerrard on ""How Biden Can Put the U.S. on a Path to Carbon-Free Electricity"" https://t.co/bQqp3OSQzk  @YaleE360 and join us on 12/14 to discuss how we can build a new grid without new legislation https://t.co/wSWtx80yKg",check new article michaelgerrard biden put u path carbon free electricity yalee join u discus build grid without legislation,0,2
67,"DeadlineWH: ""Yes there is a vacuum. There are some conversations that may or may not be taking place, but the promise that Biden is offering, is that he's straight as an arrow and he's gonna be able to cut deals with Mitch McConnell"" - @HansNichols w/ @N… https://t.co/GfPnbZhLMl",deadlinewh yes vacuum conversation may not taking place promise biden offering straight arrow gon na able cut deal mitch mcconnell hansnichols w n,0,2
68,@realDonaldTrump The BIDEN EFFECT! Way to go Joe!!!,realdonaldtrump biden effect way go joe,1,1
69,@realDonaldTrump Thank you President Joe Biden,realdonaldtrump thank president joe biden,1,1
70,"To be fair, if Joe Biden was my dad, I’d smoke crack too. Merica. 🇺🇸🇺🇸

25% OFF at ===&gt; https://t.co/RSUkLu3VXJ today.
. https://t.co/zmrxvPQB9W",fair joe biden dad smoke crack merica gt today,1,0
71,"REPORT: Joe Biden Wants To Use Coronavirus Relief to Fight ""Climate Change"" https://t.co/0Y6sDZR0Ok",report joe biden want use coronavirus relief fight climate change,0,2
72,@AriAramesh US national security or Biden's non-disclosure,ariaramesh u national security biden non disclosure,0,2
73,@DonaldJTrumpJr I wonder the same with what @FoxNews would have been saying about Biden? Oh I forgot they don't like your daddy anymore.,donaldjtrumpjr wonder foxnews would saying biden oh forgot like daddy anymore,1,0
74,"I'm sorry, but lay off Biden with the ""not enough diversity appointments"" crap. Let the man first get elected, for chrissakes.",sorry lay biden not enough diversity appointment crap let man first get elected chrissakes,1,1
75,@AOC Would do well to start using term “Reimagining the Police” and promote Biden’s tax plan.,aoc would well start using term reimagining police promote biden tax plan,1,0
76,@abbydphillip And it begins. The next four years will be spent with CNN trying to find/create drama in everything Biden does just to boost ratings. 🤦🏻‍♀️,abbydphillip begin next four year spent cnn trying find create drama everything biden boost rating,1,0
77,"@PopsFrank @BrianFournier23 @glgreg1 @bae_miami 80 MILLION of U DID NOT VOTE FOR BIDEN! Trump is for Trump? WTF does that mean? He got rid of ISIS, OBAMAS JV, He brought MANUFACTURING JOBS BACK THAT OBAMA SAID WERE ""GONE FOREVER"" ! U R A CLUELSS CNN WATCHING LOW IQ SAP! DEMS R LAUGHING AT U! They played u SAPS LIKE A STRAD",popsfrank brianfournier glgreg bae miami million u not vote biden trump wtf mean got rid isi obamas jv brought manufacturing job back obama said gone forever r cluelss cnn watching low iq sap dems laughing played sap like strad,1,0
78,@umichvoter99 Could you do the Whitmer &gt;&gt;&gt; Biden swing?,umichvoter could whitmer gt biden swing,1,1
79,@briantylercohen Atleast he will be treated with respect under Biden_Harris admin.,briantylercohen atleast treated respect biden harris admin,1,1
80,JUST IN: Biden will call for people to wear masks for 100 days.--The Hill,biden call people wear mask day hill,0,2
81,"@BurntOutCase Anyway it looks like Biden's final margin of victory will be about 4.5%.  If you had been right about it being a point lower, Trump probably would've won, but Biden was more popular than you expected. That puts the national polls about 3.5 points off, a typical polling error.",burntoutcase anyway look like biden final margin victory right point lower trump probably would popular expected put national poll point typical polling error,1,1
82,@cronieees @KEEMSTAR Cause she's black its thanks to Biden? Thats messed up,crony keemstar cause black thanks biden thats messed,1,1
83,Im fucking pissed you want trump but you don't think biden is good 2 words FUCK YOU,im fucking pissed want trump think biden good word fuck,1,0
84,"Biden: $1,200 Checks ‘May Still Be In Play’ In Stimulus Deal
https://t.co/poqKQDO2hP https://t.co/ZzqaBXQrKD",biden check may still play stimulus deal,0,2
85,US President-elect Biden says has asked Fauci to stay on on his administration https://t.co/vShOVAjhnn,u president elect biden say asked fauci stay administration,0,2
86,@realDonaldTrump #DiaperDonald is a fanboy of Biden... who knew!,realdonaldtrump diaperdonald fanboy biden knew,1,1
87,"@CopingMAGA I'm mean, he's got a point.  There is no surgery to explain Biden",copingmaga mean got point surgery explain biden,1,0
88,"@TalkRetro I think it may be a good idea, because you know for a fact Trump will criticizine everything Biden's team does, he did it to Obama, he'll do it to Joe!",talkretro think may good idea know fact trump criticizine everything biden team obama joe,1,0
89,"In another indictment of NY's results reporting, I'm getting two different sets of ""final"" results for Suffolk Co., NY:

NY's certification says: Trump 375,821, Biden 368,000
Suffolk Co. says: Trump 381,253, Biden 381,021

Who's right?",another indictment ny result reporting getting two different set final suffolk co certification say trump biden right,1,0
90,@EliseStefanik @millermeeks I admit I don't know the details of this case so I have no comment. But I haven't heard outrage about the total lack of voter fraud evidence put forth by POTUS or acceptance as Biden as President elect.  What a slap in the face of all American voters!,elisestefanik millermeeks admit know detail case comment heard outrage total lack voter fraud evidence put forth potus acceptance biden president elect slap face american voter,1,0
91,if biden wins georgia one more time he’ll tie FDR! i say one more recount for the heck of it.,biden win georgia one time tie fdr say recount heck,1,1
92,Kamala Harris choosing old Clinton and Obama employees to help her.Really! We might as well have President Obama choose their cabinet members. Hispanic Caucus and NAACP  forget the idea that Biden is going to choose candidates to your liking. #Biden #CNN,kamala harris choosing old clinton obama employee help really might well president choose cabinet member hispanic caucus naacp forget idea biden going candidate liking cnn,1,0
93,"In this week's @NWABJ Report,  a #UARK economist discusses what Biden's cabinet picks might mean for the economy https://t.co/qs7TAt0fUC",week nwabj report uark economist discus biden cabinet pick might mean economy,0,2
94,"@ParianC @elenaparent @GaSecofState No but pallets can.  Seriously, are you calling all these people that have come forward and signed affidavits liars?  Joe Biden doesn't even know what he's doing.",parianc elenaparent gasecofstate pallet seriously calling people come forward signed affidavit liar joe biden even know,1,0
95,"@SillymanSherzad @CopingMAGA No its gonna be Joe Biden, anyone who wins the presidential election gets the person of the year since carter, and before that the presidents would get it at some point during their tenure.",sillymansherzad copingmaga gon na joe biden anyone win presidential election get person year since carter president would get point tenure,1,1
96,It’s over but Biden leads by 7 million votes and counting.,biden lead million vote counting,1,0
97,"Biden will puzxle the world... No one knows, even himself, what he is going to think and specially to say...",biden puzxle world one know even going think specially say,1,0
98,@realDonaldTrump BREAKING: Biden's national popular vote lead just surpassed 7 million (4.5%)...,realdonaldtrump breaking biden national popular vote lead surpassed million,0,1
