,raw_text,subjectivity,polarity
224,"We also know from the plans presented during the campaign, including Lift Every Voice &amp; Racial Economic Equity, that the Biden-Harris administration will work with communities of color to ensure our voices are heard and our concerns are addressed.",1,1
225,"@Hollywood68164 @AliciaS86513690 @RudyGiuliani They have poll worker witness testimony saying they were kicked out that coordinates with the video... they have data showing overnight spikes in Biden votes, they have reports in multiple locations and witnesses are being harassed... sounds suspicious to me 🤨",1,0
226,@NSchensema @MorteSapientium @HeatherChilders Some of these judges were trumps picks. Maybe they were following the law. Trumper has to the 14th to get the cases in. Electoral college certifies that day. Biden is good to go. That Wisconsin hearing was not good. Had one drunk person and one lady saying all Chinese look alike,1,0
227,there's not going to be a Joe Biden Administration...  you might start trying to plan on staying out of jail...,1,0
228,@matthewamiller has been silent on Twitter for over a week. Does this mean he's in talks with the Biden @Transition46 team to take a job at DOJ?,0,2
229,Is there anyone from the Trump cabinet for Biden to retain? Anyone? https://t.co/QcOCJObXya,0,2
230,"@technickel_ted This is gross, also, Biden sending Trump to prison sounds a lot like the same qanon shit that Trump was sending Hillary to prison (outlandish and unsubstantiated), did you just find demanoners?",1,0
231,@realDonaldTrump None of it proven. Of course.  Donrlt you worry about the record covid deaths. Biden will fix your mess,1,1
232,@realDonaldTrump  over 7 Million votes ! Mighty Joe Biden beat you by double the number that Hilary Clinton beat you by.  Amazing !!!,1,1
233,"@Amy_Siskind Little known fact – that Biden’s support for Thatcher in 1982 was not the first time that the US helped kick Argie ass? Lexington Raid 1831 anyone? 
https://t.co/gWrMmF1xAY
Or p.101  👇
https://t.co/v9LH3gvRm2",0,2
234,@susiemed @kylegriffin1 Does Biden have dementia? The left will be subjugated.,1,0
235,"@kurtbardella @JoeBiden Biden admin should make it known up front that if these guys award contracts that are against the law, they will be prosecuted.  The contracts will be voided.",0,2
236,Col. Phil Waldron Tells Michigan Lawmakers Truckloads of Ballots for Joe Biden Were Inserted into the 2020 Election https://t.co/TAUdntaG3D via @gatewaypundit,1,0
237,"@GabrielSterling @GaSecofState Sure-
If theres 'no there there' then why make everyone leave -THEN  pull out bags from UNDERNEATH a table &amp; start counting- with ZERO oversight- that ends at 1AM
Then miraculously a count goes up that shows Biden now in the lead- with the most votes counted all night? Yea sure!",1,0
238,"@Frankie040708 The gig is up 🇺🇸, Fulton county Georgia caught on 🎥 Four boxes of Ballots being stuffed in machine , and wait for it wait for it 👈 got a machine showing Trump votes flipped for Biden, Can you say “Busted” @GenFlynn",1,0
239,"Can you tell this isn't a Biden campaign meeting? I can't.

https://t.co/sjrMKJ8MYn",0,2
240,THE LATEST: Biden says Fauci will be chief medical adviser https://t.co/Pr1Yt8H6K3,0,2
241,"Will the #RepublicriminalCartel be proud of how much damage they have caused to the Constitution, Democracy, and the citizens of the U$? Will they act like nothing happened and it’s business as usual in the Biden Administration? Have they no decency?",1,1
242,@JudicialWatch @GabrielSterling Still hard to believe the people still voted for Mr. Biden after 47 years in office and feeling like their vote didn't count/matter.? He co-ran the country=2nd highest seat/cozy with FPOTUS Mr. Obama/ear.?,1,0
243,Jenn Pellegrino highlights the Federalist piece on Joe Biden's “magical”... https://t.co/4HkTRGHp8b via @YouTube,0,2
244,"@JoeBiden @neeratanden When Obama and Biden, came into office in 2009, US was losing 800,000 jobs a month,
Millions of people were losing their homes. 
The actions they took during that crisis returned the economy to healthy growth and initiated the longest streak of job creation on record. https://t.co/bd5XAuV3Z0",1,1
245,@furnsey @ShellyMooreBB13 I've looked at all the evidence and read the affidavits because election fraud would explain how Trump beat the polls in 2016 but there is nothing. Nevermind the fact that it doesn't logically make sense. Biden was going to commit fraud when he knew Trump would contest it?,1,0
246,"Eric Garcetti has failed on local issues including homelessness, mass transit, and policing. 

Why the fuck should he fail-forward to a cabinet position with the Biden Administration? 

Say no, Joe https://t.co/HKocCFw9tx",1,1
247,"&amp;#039;We&amp;#039;ve got a lot of work to do&amp;#039; on vaccine distribution, Biden says news https://t.co/6UdpuWECSJ",1,0
248,"Biden asks Fauci to stay on, will call on Americans to wear masks for 100 days https://t.co/oN8bQc5kzs",0,2
249,@chrisjdmartin @MaryMargOlohan Joe Biden has no such power and never will,1,0
250,@til_media @realDonaldTrump Then why did Biden win?,1,0
251,@realDonaldTrump Thnx to BIDEN,1,1
252,"Biden thanks you @realDonaldTrump. He wasn't going to take credit, but since you brought it up...",1,1
253,@alexcruik @jmikeei @Soonergirl12 @BrendanKeefe That's lunacy. But I also see a 303-305 PV market for Biden at 16c. How could that even occur ?  NE-02,0,2
254,"@realDonaldTrump Biden used Covid to stop people, but he will fail again. He is a loser forever.",1,1
255,#trump  #trump2020  #biden  #biden2020  #election2020  #voiceyouropinion  #democrat  #republican  #protest  #community  #police https://t.co/QEJrW89N5A via @Clapper,1,0
256,"""I Don't Want to Scare Anybody"" - Joe Biden Says 250,000 Americans will Die From Covid in the Next Few Weeks--NOT CLOSING DOWN JOE--LEARN TO MULTI TASK LIKE RED STATES!!  (VIDEO) https://t.co/YUs3XKDwzR via @gatewaypundit",1,0
257,@realDonaldTrump Yes 🙌 because of Joe Biden not you.  Your a disgrace,1,1
258,"@TheLeoTerrell Build back better. That's Joe Biden's campaign slogan. There's not one Joe Biden voter that knows what that means or where it came from. 

It's a slogan from the UN. 

It's a globalist America last slogan.

It's about global communism.",1,0
259,Maybe I’m being sensitive but since my dad got confused before his death I don’t refine these Biden dementia jokes funny at all. Shame on me for laughing beforehand,1,0
260,@p3driver Maybe if Biden admitted to voter fraud? Oh wait! He already has!🤦‍♂️,1,0
261,Brianna Keilar: Joe Biden won the election and it wasn't even close - CNN Video https://t.co/rtHYltVlb1,1,0
262,"Democratic concerns over Morell and torture scramble Biden's CIA decision https://t.co/Eofb3FpRnF Yup, approve him especially if he was hunting down those who beheaded Americans. Those who oppose him should take their heads out of the sand.",1,0
263,"@Gwen_Moore313 @ErinInTheMorn Joe Biden has promised a progressive LGBTQ policy and we plan to hold his ""feet to the fire"".",0,2
264,"@realDonaldTrump Because Biden won, you idiot",1,1
265,"@realDonaldTrump That's the Biden effect, dummy!",1,1
266,@senatemajldr Senator: The American People just confirmed they do not want @realDonaldTrump as President. Americans confirmed they want Joe Biden as @potus  @JoeBiden  - one of the most impressive nominees for public office.,1,0
267,"@SpeakerPelosi  Do your job find out wtf is going on with this corrupt AGBARR

Bill Barr Just Set a Time Bomb for President Biden https://t.co/av2P1z89Xk via @Yahoo",1,0
268,@StephenPunwasi @AOC All donated to Biden/Harris because they know Biden will ship out American jobs back to China &amp; Mexico—so basically your just voting for the opposite of what you stand for.  For Big Corporations want cheap foreign labor. Trump wants Economic Nationalism-America First Jobs.,1,0
269,"@Thatguyreally1 @jcbell1167 @seanhannity Of by history you mean wars and international divide then yes Biden is well versed in history. President Trump put an end to wars and brought peace. What point are you trying to make here, really?",1,0
270,@dbongino The masks that most people wear do not work. Biden is a clown,1,0
271,@roboninja269 @JohnnyRode @realDonaldTrump What makes you think this? Dominion voting machines print a copy of what you voted and you have to take it to a teller. Would you present a piece of paper that said you voted for Biden?,1,1
272,@RudyGiuliani What? That President-Elect Biden won the election legitimately?,1,1
273,"Obama-Biden Fraud Inclusive Organization, Biden said its the largest in history.",1,0
274,@realDonaldTrump I new it I’ve been saying this since day one the only way Biden could win this Election is if he stole it and that’s just what he’s attempting to do we can’t let him get away with it,1,0
275,Leaked tapes reveal CNN burying the Hunter Biden story https://t.co/Lh5gitUcQF,1,0
276,@Rschooley David Brooks will be out with a column in the next few weeks about how Biden just needs to meet the traitors halfway.,1,0
277,"@CmdrStreet @SillymanSherzad @CopingMAGA I can maybe see the idea of the medical workers getting it but like, Biden is the first person to unseat a president in decades so hes also got a pretty big thing going for him.

I think its more likely medical workers get it next year after the vaccine.",1,0
278,Col. Phil Waldron Tells Michigan Lawmakers Truckloads of Ballots for Joe Biden Were Inserted into the 2020 Election https://t.co/733v5Mgoki via @gatewaypundit,1,0
279,@realDonaldTrump Wow really Covid is raging and your still worried about the sock market why don’t you resign now and let Biden take control because you have checked out,1,1
280,"@CNN CNN channel totally discredited and disqualified, liar and manipulative still continues with the pantomime that Biden is president-elect, we already know what his narrative will be when the Supreme Court declares electoral fraud. 🤨",1,0
281,Biden has asked Dr. Anthony Fauci to be a chief medical adviser and part of his Covid-19 response team when his administration begins next year.,0,2
282,@john54542 @BeckyYoBabyYo @aaronelson1 @senatorjen @MyGrannyTheGeek But if she did wanna fairly run in 2024 with no cheating then she can go ahead but no one would vote for her and she would probably end up trying to cheat the election like Biden or like you said about trump try to get rid of the process all together Kamala and Biden are corrupt.,1,0
283,"CNN Exclusive: Biden says he will ask Americans to wear masks for the first 100 days he's in office
https://t.co/DXExNk9iX2",0,2
284,"@Dellamorte7 @OneYearOut @KurtSchlichter Maybe they're all DC insiders, but if at least one of the Republicans wins Biden and Pelosi will have to compromise with Mitch McConnell. If both Dems win, Schumer, Pelosi and Biden will have a clear field to do whatever the Hell they want.",1,0
285,@sjclay00 @Schollkopf @ksorbs Well he's got up until Biden sworn into office and then and then he's out good luck with that,1,1
286,"@Jim_Jordan Actually, Congressman, you've hit on a fundamental difference between Dr. Fauci &amp; yourself.  He works for the American people &amp; will continue to do so in the Biden Administration.  You work for Trump, so the question is who will you work for when he's gone?",0,2
287,@fras99 I will wear it until President Biden and Dr Fauci say we don't have to.,1,1
288,"@kylegriffin1 NEW: A judge just ordered Trump to restore DACA to its 2017 status.

Just in time for President Biden to push for comprehensive immigration reform.",1,1
289,"Facing Opposition From Progressives, Gina Raimondo Withdraws From Consideration as Biden's HHS Chief - https://t.co/fB48JVVoUr via @commondreams",0,2
290,"@JennaEllisEsq Jenna, what you’re doing to these people is downright cruel. Biden will be sworn in January 20th. You’re giving these people false hope. How do you sleep at night?",1,1
291,BREAKING: Biden will not be president no matter how much they pretend he is.,1,0
292,"@glamnan70 @RequestVector @CBSEveningNews @CBSNews @NorahODonnell Trump didn't think it through and neither did obama and biden, but biden is just a idiot couldn't even come up with a better name for obamacare",1,0
293,@benshapiro They are waiting until Biden is in the White House,0,2
294,Joe Biden just revealed what he's going to ask you to do on inauguration day. #breaking_news #vebloft,0,2
295,Biden's billion dollar procurement plan for small businesses! #contractornews #procurement #SBE,0,2
296,"President-elect Biden will be asking the nation to wear a mask for 100 days &amp; I absolutely APPROVE. I've been wearing mine at work for the last 272 days, what's another 100? Let's all work together to get this under control. https://t.co/UW1eZFeYaZ",1,1
297,@realDonaldTrump The stock market loves @JoeBiden ... I thought it would crash if he got elected..... thanks President Biden,1,1
298,"@BreitbartNews There will never be a Biden presidency, thank God.",1,0
