ID,Tweet Text,Sentiment
7142,mr yang biden harris truth common sense whisper,positive
7143,biden get new replacement replaced sec defense people,positive
7144,yea love biden,positive
7145,thank president elect biden,positive
7146,simple trump got mill biden people voted attempting coup supporter celebrating not see,positive
7147,joe biden inaugurated n matter popular vote million trump want money,positive
7148,ok republican senator would good time come closet admit biden president elect,positive
7149,time take senate georgia organizer state biden properly supported win ossoff warnock support vetted group effective one donation donation go,positive
7150,trump logic biden deserves credit stock market hitting record high,positive
7151,crack douchenugget biden bozo cried beat concave chest year russia tried impeach president zero evedence real backed sworn affidavit yet nerve tell u not belive eye lmao,positive
7152,seriously many time joe biden going win election,positive
7153,omg biden ca n fire dejoy unless win senate fucked,positive
7154,breaking huge trump team dominion machine small georgia county show vote flipped biden via,positive
7155,coward end retired would cost nothing say truth trump lost biden,positive
7156,think pretty obv n want hillary treatment telling kamela cool si go quietly pls nt kill looked happy hear one elite politician land trust biden excellent reading ppl internal state,positive
7157,n think christian conservative understand maybe imaginary friend heard people prayer delivered proper answer joe biden,positive
7158,thank god new president biden transitiontoprison,positive
7159,lot good group pet shaming worth laugh group local woman supporting biden reassuring red state hobby amp recipe exercise diet encouragement neighborhood concern etc,positive
7160,biden win michigan,positive
7161,biden put wolf back federal protected list,positive
7162,trump congratulating biden win,positive
7163,saul sh magalanders starting get cold foot might hopium need accept bet highly stacked odds biden,positive
