,Text,subjectivity,polarity
1694,scott grady texas war hero trump defense nominee spread conspiracy theory alleging biden coup twitter,1,0
1695,justjayne z georgia arizona wisconsin electoral college vote trump state election would tie voted congress one vote per state rep biden,1,1
1696,col phil waldron tell michigan lawmaker truckloads ballot joe biden inserted election via gatewaypundit,1,0
1697,feeling spurned trump u n see redemption biden team,1,1
1698,ct bluetsunami realdonaldtrump right day biden inauguration might want start stocking tissue incidentally still never answered question not alleged fraud court surprised,1,1
1699,ariaramesh u national security biden non disclosure,0,2
1700,msavaarmstrong say joe biden plan picnic,1,0
1701,palomacreative chrisgalea miss day biden yeah,1,1
1702,jennaellisesq trump win buh bye biden,1,0
1703,realdonaldtrump joe biden president elect,1,1
1704,jefftutorials realdonaldtrump ah jeff agree biden assisted little green communist alien outer space know,1,0
1705,secpompeo president biden fix go pack stuff,1,1
1706,realdonaldtrump thank president biden,1,1
1707,briantylercohen atleast treated respect biden harris admin,1,1
1708,kennethjgz mask nazi validated biden win,1,0
1709,trump lost many time biden need tweet getting tired winning,1,1
1710,hope fly like biden harris know gop cry socialism ring hollow jrubinblogger postopinions washingtonpost,0,2
1711,jaketapper joebiden kamalaharris bet hit hard softball jake president elect biden dog also heard breaking news cat,1,0
1712,realdonaldtrump market love biden presidency,1,1
1713,coltonwaters tyrrellwilliam hrhadeyemiadams aoc tonyschwartz told supporter not use mail ballot yet surprised mostly biden vote refuse listen scientist expert condemn white supremacist think blm terrorist group say tweet limit,1,1
1714,cnn exclusive biden say ask american wear mask first day office,0,2
1715,realdonaldtrump start biden harris running thing,1,1
1716,biden plan scaled back inauguration avoid spreading coronavirus crowd,0,2
1717,realdonaldtrump thank god lost orange loser thanks joe biden,1,1
1718,tulsigabbard joebiden tulsi gabbard fraud voted impeach president united state thus participating coup protect biden crime family,1,0
1719,meaningless lie lying useless government yes ireland hand joe biden billion dollar good general motor really think brexit boris global leader,1,0
1720,gidi traffic president elect joe biden plan call american wear mask first day office long urged combat covid pandemic mask not forever think see significant reduction,0,2
1721,marceelias goal make noise raise money try deligitimize know biden win,1,1
1722,triblive joe biden stand read teleprompter someone else wrote nobody really pay attention much le care anyone iq room temperature know zero input policy,1,0
1723,ap making decision biden already justifies evidence much intelligent equine beast still whitehouse,1,1
1724,peony angry staffer joebiden president biden remove,1,1
1725,cnn channel totally discredited disqualified liar manipulative still continues pantomime biden president elect already know narrative supreme court declares electoral fraud,1,0
1726,patriot dpwimm realdonaldtrump evidence widespread voter fraud produced court whiny coached republican biden president january next year owned house outright would willing bet sure outcome,1,1
1727,vividconfusion lind zolna itsjefftiedrich agree turned around attempted bury biden son man completely compromised,0,2
1728,politvidchannel false prophet support killing execution pathological lying repeat adulterer alleged rapist holy person follow antichrist would select someone like god know biden not perfect allowed win chance change revival,1,1
1729,rothbard realdonaldtrump blah loser snowflake biden f ck feeling,1,1
1730,drew biden fair square evidence nonsense,1,1
1731,biden really unstable sad used jill stop puppet harris say take vaccine moron,1,0
1732,realdonaldtrump biden new president not egomaniac,1,1
1733,biden say asked fauci chief medical adviser administration president elect joe told cnn jake tapper thursday dr anthony part covid usnews usrc,0,2
1734,senatemajldr kyoag hope president biden find kind clause regarding amy barrett appointment supreme court lied said would not allow religious belief interfere political decision anti abortion amp allowing church stay open,0,2
1735,birbigs exactly nothing show frump cult not working people insisting face worldwide biden harris celebration,1,1
1736,donald trump biden election jack septic eye,0,2
1737,local nobody listens biden wake,1,0
1738,flagged non biden,0,2
1739,notice biden suddenly wearing mask election crooked piece shit,1,0
1740,president elect biden say asked fauci stay join covid team reuters,0,2
1741,lawliberal kamalaharris joebiden bring wealthy like biden pelosi schumer feinstein made million public office,1,0
1742,also know plan presented campaign including lift every voice amp racial economic equity biden harris administration work community color ensure voice heard concern addressed,1,1
1743,democratic concern morell torture scramble biden cia decision yup approve especially hunting beheaded american oppose take head sand,1,0
1744,dr anthony fauci place president elect biden administration,0,2
1745,jonathanturley gon na start piling biden,0,2
1746,phillygirlfilly theunrealxtina kmschonberg maddow know someone vote secret exit poll show according article biden advantage active duty military personnel trump veteran included took minute find,0,2
1747,realdonaldtrump wall street love joe biden real president,1,1
1748,spot colorado bipartisan special session fell short hashtag result toxic election donald trump v joe biden fwn freeworldnews,0,2
1749,president elect joe biden ask american wear mask first day office plus asked dr anthony fauci stay optimism growing relief deal congress latest,0,2
1750,redistrict current ev count certified state biden trump remaining certify ev,0,2
1751,zerohedge ill wear mask biden put one,1,0
1752,tedcruz get voice stop following trump make look weak mitch tax break rich people biden come man,1,1
1753,glassmanamanda joebiden kamalaharris charlesbholmes bethcameron dc rebeccakatz jeremykonyndyk yes see new brief making biden harris transition plan covid gender responsive includes key policy recommendation genderequity economic recovery cc,0,2
1754,not give calm seek jesse kelly responds joe biden tweet lowering temperature ccot dems gop libcrib lnyhbt maga msm ofa p resist tcot tlot uniteblue,1,0
1755,susiemed kylegriffin biden dementia left subjugated,1,0
1756,realdonaldtrump thought gon na plummet biden elected,1,1
1757,biden check may still play stimulus deal via ajbcsurveys trending breakingnews,0,2
1758,conservativemma dennisdriscoll staceys jim jordan proof biden certified election result trump team affidavit testimony not evidence court tossed case due lack credible answer real world court document msm none,1,1
1759,tuckercarlson tucker one talking hammer whole reason tried campaign knew bag biden obama used last two election mad wanting use expose,0,2
1760,reallyhotpants keep talking like find biden administration,0,2
1761,kthomasdc costareports nice hope biden think moscowmitch,0,2
1762,livingdead omg sensitive soul record massive obama clinton amp biden supporter could friend need work knee jerk reaction think research post stay safe god bless,1,1
1763,bryceagen itsjefftiedrich realdonaldtrump coachlouholtz iq trying steal election biden every time recount get vote silent majority tired man baby wh freedomwins,1,1
1764,tomboliko resistor realdonaldtrump hillary cheat enough last time biden cheated much afford loose stopping count simultaneously several state obvious half country understands election stolen,1,0
1765,nix vvsdagger childishhippy bigbullyzell ridalen trump million supporter biden hell even mass murder follower people like stupid shit,1,0
