,Tweet Text,Sentiment
3672,"           maybe not us individually but he is at least someone that knows what it 's like to grow up like an average america , from humble roots . there 's a better chance biden will even acknowledge you and i than trump ever would .",positive
3673,rep . mike kelly asks supreme court to nullify biden win over trump in pennsylvania as he challenges mail - in ballot rule  ,positive
3674,"beijing has enormous sway over wall street , hopes for biden win : chinese professor . china is an ally to all of the deep state 

 ",positive
3675,joe biden is such a big baller on wallstreet i 've decided not to do stock investments and sit on my ass at home just waiting for him to bail me out for free with his rock solid liberal economics team philosophy .,positive
3676,     rooting for your own demise ... typical biden supporter,positive
3677,"   we love easy questions ! 
 1 . donald trump 
 2 . i support the truth 
 3 . if joe biden and the evil # nazileft steal the election i will not support that dementia patient as my president .",positive
3678,"     america is calling for legit elections , you idiot .   we want fair and free .   you got ta be completely restarted if you say that biden won 80 mil . votes ..   beating the first somewhat black president obama bin laden .     & amp ; husband  ",positive
3679,"       no ! ! start with yourself , it is n’t about sorting everyone else out first . the great reset is such a crazy elitist idea , the apotheosis of champagne socialism , thought up by a bunch of power hungry billionaires and dressed up do gooders . these are the people trying 2 install biden",positive
3680,"     once mike pence has to announce biden won on january 6 , its over .",positive
3681,   that is as shady as biden winning the election,positive
3682,           it was closer to 50 million that voted for biden (: just wait,positive
3683,   biden knows the value of a man like fauci . trump knows the value ... knows the value ... fuck it ! trump does n’t know anything about value !,positive
3684,"   @_pmurt_kcuf    the lincoln project expended time and energy to stoke up voters to elect biden , dem candidates , defeat drumpf and gop magats .   nothing 'bout flippin ' gop voters . 

 unlike the effort of dogpiles like sirota to derogate biden and dems .",positive
3685,"   ladies and gentlemen , the 46th president of the united states and first lady of the united states joe and jill biden and their dog champ .  ",positive
3686,"   i 'm sure when biden administration gets in there , this will be found to be the norm .   i 'm sure the corruption will be rampant , at least everything they do n't destroy on the way out .",positive
3687,"   , so much damning evidence was provided about what biden did during the russiagate hearings you would think jamie raskin would want to know what happened with those particular matters .   but instead he paints republicans with the broadest brush in his toolkit 
 rt = agree .",positive
3688,  _ jordan so you are saying biden is president elect ? cool !,positive
3689,"   there will never be a biden presidency , thank god .",positive
3690,"excellent ! # covid19 

 cnn exclusive : biden says he has asked fauci to be a chief medical adviser during his administration 
 ",positive
3691,  _ b biden only won ga by around 12k votes .,positive
3692,"   trump screamed that you 'd not hear about "" chynaa virus "" after 11/3 . tories did the same , without saying it . biden has fkd their "" deal "" . 1 bonus .",positive
3693,"   thank goodness this brilliant , empathetic doctor will be treated with the respect he deserves finally with president biden",positive
3694,"   ladies and gentlemen , the 46th president of the united states and first lady of the united states joe and jill biden and their dog champ .  ",positive
3695,"i like this interview with mustafa santiago ali ( ) about the path forward for environmental justice . he makes the good point that it involves many areas , incl . housing , labor , health , transportation . hoping the biden admin makes this a priority .  ",positive
3696,"  _ w          biden supporters instead are pedophiles , gays & amp ; transexuals 🤣 🤣",positive
